;----------------------------------------------------
;Dump of Oscilloscope gather for X Axis
;Kp == 0.000000
;Ki == 0.000000
;Kd == 0.000000
;iL == 2560000.000000
;Kg == 0.000000
;Kv1 == 0.000000
;Ka == 0.000000
;accel_time == 0.500000
;samples_per_second == 200.000000
;----------------------------------------------------

Sample Seconds VExp VAbs ErrAbs ErrSum
858 4.290000 -18.295467 -18.000000 -7.000000 0.000000 
859 4.295000 -18.295467 -20.000000 -6.000000 0.000000 
860 4.300000 -18.295467 -18.000000 -8.000000 0.000000 
861 4.305000 -18.295467 -17.000000 -7.000000 0.000000 
862 4.310000 -18.295467 -19.000000 -6.000000 0.000000 
863 4.315000 -18.295467 -18.000000 -8.000000 0.000000 
864 4.320000 -18.295467 -17.000000 -8.000000 0.000000 
865 4.325000 -18.295467 -19.000000 -6.000000 0.000000 
866 4.330000 -18.295467 -20.000000 -6.000000 0.000000 
867 4.335000 -18.295467 -17.000000 -9.000000 0.000000 
868 4.340000 -18.295467 -17.000000 -8.000000 0.000000 
869 4.345000 -18.295467 -19.000000 -6.000000 0.000000 
870 4.350000 -18.295467 -19.000000 -6.000000 0.000000 
871 4.355000 -18.295467 -17.000000 -8.000000 0.000000 
872 4.360000 -18.295467 -18.000000 -7.000000 0.000000 
873 4.365000 -18.295467 -20.000000 -6.000000 0.000000 
874 4.370000 -18.295467 -18.000000 -8.000000 0.000000 
875 4.375000 -18.295467 -17.000000 -8.000000 0.000000 
876 4.380000 -18.295467 -18.000000 -8.000000 0.000000 
877 4.385000 -18.295467 -19.000000 -8.000000 0.000000 
878 4.390000 -18.295467 -18.000000 -8.000000 0.000000 
879 4.395000 -18.295467 -17.000000 -7.000000 0.000000 
880 4.400000 -18.295467 -19.000000 -7.000000 0.000000 
881 4.405000 -18.295467 -19.000000 -8.000000 0.000000 
882 4.410000 -18.295467 -17.000000 -8.000000 0.000000 
883 4.415000 -18.295467 -19.000000 -6.000000 0.000000 
884 4.420000 -18.295467 -20.000000 -6.000000 0.000000 
885 4.425000 -18.295467 -18.000000 -8.000000 0.000000 
886 4.430000 -18.295467 -17.000000 -8.000000 0.000000 
887 4.435000 -18.295467 -20.000000 -7.000000 0.000000 
888 4.440000 -18.295467 -19.000000 -7.000000 0.000000 
889 4.445000 -18.295467 -17.000000 -8.000000 0.000000 
890 4.450000 -18.295467 -19.000000 -6.000000 0.000000 
891 4.455000 -18.295467 -20.000000 -6.000000 0.000000 
892 4.460000 -18.295467 -18.000000 -7.000000 0.000000 
893 4.465000 -18.295467 -18.000000 -6.000000 0.000000 
894 4.470000 -18.295467 -19.000000 -6.000000 0.000000 
895 4.475000 -18.295467 -19.000000 -7.000000 0.000000 
896 4.480000 -18.295467 -18.000000 -7.000000 0.000000 
897 4.485000 -18.295467 -19.000000 -6.000000 0.000000 
898 4.490000 -18.295467 -19.000000 -7.000000 0.000000 
899 4.495000 -18.295467 -18.000000 -8.000000 0.000000 
900 4.500000 -18.295467 -17.000000 -8.000000 0.000000 
901 4.505000 -18.295467 -19.000000 -8.000000 0.000000 
902 4.510000 -18.295467 -19.000000 -8.000000 0.000000 
903 4.515000 -18.295467 -18.000000 -8.000000 0.000000 
904 4.520000 -18.295467 -18.000000 -6.000000 0.000000 
905 4.525000 -18.295467 -20.000000 -6.000000 0.000000 
906 4.530000 -18.295467 -18.000000 -8.000000 0.000000 
907 4.535000 -18.295467 -17.000000 -8.000000 0.000000 
908 4.540000 -18.295467 -19.000000 -7.000000 0.000000 
909 4.545000 -18.295467 -19.000000 -7.000000 0.000000 
910 4.550000 -18.295467 -16.000000 -8.000000 0.000000 
911 4.555000 -18.295467 -18.000000 -7.000000 0.000000 
912 4.560000 -18.295467 -20.000000 -7.000000 0.000000 
913 4.565000 -18.295467 -18.000000 -8.000000 0.000000 
914 4.570000 -18.295467 -17.000000 -7.000000 0.000000 
915 4.575000 -18.295467 -19.000000 -6.000000 0.000000 
916 4.580000 -18.295467 -19.000000 -7.000000 0.000000 
917 4.585000 -18.295467 -16.000000 -9.000000 0.000000 
918 4.590000 -18.295467 -19.000000 -7.000000 0.000000 
919 4.595000 -18.295467 -20.000000 -7.000000 0.000000 
920 4.600000 -18.295467 -17.000000 -9.000000 0.000000 
921 4.605000 -18.295467 -17.000000 -8.000000 0.000000 
922 4.610000 -18.295467 -18.000000 -7.000000 0.000000 
923 4.615000 -18.295467 -20.000000 -6.000000 0.000000 
924 4.620000 -18.295467 -18.000000 -8.000000 0.000000 
925 4.625000 -18.295467 -17.000000 -8.000000 0.000000 
926 4.630000 -18.295467 -20.000000 -6.000000 0.000000 
927 4.635000 -18.295467 -19.000000 -7.000000 0.000000 
928 4.640000 -18.295467 -17.000000 -6.000000 0.000000 
929 4.645000 -18.295467 -19.000000 -5.000000 0.000000 
930 4.650000 -18.295467 -19.000000 -7.000000 0.000000 
931 4.655000 -18.295467 -17.000000 -9.000000 0.000000 
932 4.660000 -18.295467 -18.000000 -7.000000 0.000000 
933 4.665000 -18.295467 -20.000000 -6.000000 0.000000 
934 4.670000 -18.295467 -18.000000 -8.000000 0.000000 
935 4.675000 -18.295467 -16.000000 -9.000000 0.000000 
936 4.680000 -18.295467 -18.000000 -8.000000 0.000000 
937 4.685000 -18.295467 -20.000000 -7.000000 0.000000 
938 4.690000 -18.295467 -18.000000 -7.000000 0.000000 
939 4.695000 -18.295467 -18.000000 -6.000000 0.000000 
940 4.700000 -18.295467 -19.000000 -7.000000 0.000000 
941 4.705000 -18.295467 -18.000000 -9.000000 0.000000 
942 4.710000 -18.295467 -17.000000 -9.000000 0.000000 
943 4.715000 -18.295467 -19.000000 -6.000000 0.000000 
944 4.720000 -18.295467 -20.000000 -6.000000 0.000000 
945 4.725000 -18.295467 -17.000000 -8.000000 0.000000 
946 4.730000 -18.295467 -17.000000 -8.000000 0.000000 
947 4.735000 -18.295467 -20.000000 -6.000000 0.000000 
948 4.740000 -18.295467 -20.000000 -6.000000 0.000000 
949 4.745000 -18.295467 -18.000000 -6.000000 0.000000 
950 4.750000 -18.295467 -18.000000 -6.000000 0.000000 
951 4.755000 -18.295467 -20.000000 -6.000000 0.000000 
952 4.760000 -18.295467 -18.000000 -7.000000 0.000000 
953 4.765000 -18.295467 -17.000000 -8.000000 0.000000 
954 4.770000 -18.295467 -19.000000 -7.000000 0.000000 
955 4.775000 -18.295467 -19.000000 -7.000000 0.000000 
956 4.780000 -18.295467 -18.000000 -7.000000 0.000000 
957 4.785000 -18.295467 -18.000000 -7.000000 0.000000 
958 4.790000 -18.295467 -19.000000 -8.000000 0.000000 
959 4.795000 -18.295467 -18.000000 -8.000000 0.000000 
960 4.800000 -18.295467 -17.000000 -8.000000 0.000000 
961 4.805000 -18.295467 -20.000000 -6.000000 0.000000 
962 4.810000 -18.295467 -20.000000 -6.000000 0.000000 
963 4.815000 -18.295467 -17.000000 -8.000000 0.000000 
964 4.820000 -18.295467 -18.000000 -8.000000 0.000000 
965 4.825000 -18.295467 -20.000000 -7.000000 0.000000 
966 4.830000 -18.295467 -19.000000 -8.000000 0.000000 
967 4.835000 -18.295467 -17.000000 -8.000000 0.000000 
968 4.840000 -18.295467 -19.000000 -7.000000 0.000000 
969 4.845000 -18.295467 -20.000000 -7.000000 0.000000 
970 4.850000 -18.295467 -17.000000 -8.000000 0.000000 
971 4.855000 -18.295467 -17.000000 -8.000000 0.000000 
972 4.860000 -18.295467 -20.000000 -6.000000 0.000000 
973 4.865000 -18.295467 -19.000000 -7.000000 0.000000 
974 4.870000 -18.295467 -18.000000 -7.000000 0.000000 
975 4.875000 -18.295467 -19.000000 -6.000000 0.000000 
976 4.880000 -18.295467 -19.000000 -7.000000 0.000000 
977 4.885000 -18.295467 -17.000000 -8.000000 0.000000 
978 4.890000 -18.295467 -17.000000 -8.000000 0.000000 
979 4.895000 -18.295467 -20.000000 -6.000000 0.000000 
980 4.900000 -18.295467 -19.000000 -7.000000 0.000000 
981 4.905000 -18.295467 -17.000000 -7.000000 0.000000 
982 4.910000 -18.295467 -19.000000 -6.000000 0.000000 
983 4.915000 -18.295467 -19.000000 -7.000000 0.000000 
984 4.920000 -18.295467 -17.000000 -8.000000 0.000000 
985 4.925000 -18.295467 -17.000000 -7.000000 0.000000 
986 4.930000 -18.295467 -20.000000 -6.000000 0.000000 
987 4.935000 -18.295467 -19.000000 -8.000000 0.000000 
988 4.940000 -18.295467 -17.000000 -9.000000 0.000000 
989 4.945000 -18.295467 -18.000000 -8.000000 0.000000 
990 4.950000 -18.295467 -20.000000 -7.000000 0.000000 
991 4.955000 -18.295467 -17.000000 -9.000000 0.000000 
992 4.960000 -18.295467 -17.000000 -7.000000 0.000000 
993 4.965000 -18.295467 -20.000000 -6.000000 0.000000 
994 4.970000 -18.295467 -19.000000 -8.000000 0.000000 
995 4.975000 -18.295467 -18.000000 -8.000000 0.000000 
996 4.980000 -18.295467 -18.000000 -6.000000 0.000000 
997 4.985000 -18.295467 -19.000000 -6.000000 0.000000 
998 4.990000 -18.295467 -17.000000 -9.000000 0.000000 
999 4.995000 -18.295467 -17.000000 -9.000000 0.000000 
1000 5.000000 -18.295467 -19.000000 -7.000000 0.000000 
1001 5.005000 -18.295467 -18.000000 -8.000000 0.000000 
1002 5.010000 -18.295467 -17.000000 -8.000000 0.000000 
1003 5.015000 -18.295467 -18.000000 -5.000000 0.000000 
1004 5.020000 -18.295467 -20.000000 -5.000000 0.000000 
1005 5.025000 -18.295467 -18.000000 -8.000000 0.000000 
1006 5.030000 -18.295467 -18.000000 -8.000000 0.000000 
1007 5.035000 -18.295467 -19.000000 -7.000000 0.000000 
1008 5.040000 -18.295467 -19.000000 -7.000000 0.000000 
1009 5.045000 -18.295467 -17.000000 -8.000000 0.000000 
1010 5.050000 -18.295467 -18.000000 -7.000000 0.000000 
1011 5.055000 -18.295467 -19.000000 -7.000000 0.000000 
1012 5.060000 -18.295467 -18.000000 -9.000000 0.000000 
1013 5.065000 -18.295467 -17.000000 -9.000000 0.000000 
1014 5.070000 -18.295467 -19.000000 -6.000000 0.000000 
1015 5.075000 -18.295467 -19.000000 -7.000000 0.000000 
1016 5.080000 -18.295467 -17.000000 -8.000000 0.000000 
1017 5.085000 -18.295467 -17.000000 -7.000000 0.000000 
1018 5.090000 -18.295467 -20.000000 -6.000000 0.000000 
1019 5.095000 -18.295467 -18.000000 -8.000000 0.000000 
1020 5.100000 -18.295467 -17.000000 -9.000000 0.000000 
1021 5.105000 -18.295467 -19.000000 -7.000000 0.000000 
1022 5.110000 -18.295467 -19.000000 -7.000000 0.000000 
1023 5.115000 -18.295467 -17.000000 -8.000000 0.000000 
1024 5.120000 -18.295467 -17.000000 -8.000000 0.000000 
1025 5.125000 -18.295467 -19.000000 -7.000000 0.000000 
1026 5.130000 -18.295467 -18.000000 -8.000000 0.000000 
1027 5.135000 -18.295467 -17.000000 -8.000000 0.000000 
1028 5.140000 -18.295467 -19.000000 -6.000000 0.000000 
1029 5.145000 -18.295467 -19.000000 -7.000000 0.000000 
1030 5.150000 -18.295467 -17.000000 -8.000000 0.000000 
1031 5.155000 -18.295467 -17.000000 -8.000000 0.000000 
1032 5.160000 -18.295467 -20.000000 -7.000000 0.000000 
1033 5.165000 -18.295467 -18.000000 -8.000000 0.000000 
1034 5.170000 -18.295467 -17.000000 -8.000000 0.000000 
1035 5.175000 -18.295467 -19.000000 -6.000000 0.000000 
1036 5.180000 -18.295467 -20.000000 -5.000000 0.000000 
1037 5.185000 -18.295467 -17.000000 -8.000000 0.000000 
1038 5.190000 -18.295467 -18.000000 -7.000000 0.000000 
1039 5.195000 -18.295467 -20.000000 -6.000000 0.000000 
1040 5.200000 -18.295467 -19.000000 -7.000000 0.000000 
1041 5.205000 -18.295467 -18.000000 -7.000000 0.000000 
1042 5.210000 -18.295467 -18.000000 -7.000000 0.000000 
1043 5.215000 -18.295467 -19.000000 -8.000000 0.000000 
1044 5.220000 -18.295467 -17.000000 -10.000000 0.000000 
1045 5.225000 -18.295467 -17.000000 -9.000000 0.000000 
1046 5.230000 -18.295467 -20.000000 -7.000000 0.000000 
1047 5.235000 -18.295467 -19.000000 -6.000000 0.000000 
1048 5.240000 -18.295467 -16.000000 -7.000000 0.000000 
1049 5.245000 -18.295467 -18.000000 -7.000000 0.000000 
1050 5.250000 -18.295467 -19.000000 -8.000000 0.000000 
1051 5.255000 -18.295467 -18.000000 -8.000000 0.000000 
1052 5.260000 -18.295467 -17.000000 -8.000000 0.000000 
1053 5.265000 -18.295467 -19.000000 -7.000000 0.000000 
1054 5.270000 -18.295467 -19.000000 -8.000000 0.000000 
1055 5.275000 -18.295467 -17.000000 -9.000000 0.000000 
1056 5.280000 -18.295467 -19.000000 -7.000000 0.000000 
1057 5.285000 -18.295467 -19.000000 -7.000000 0.000000 
1058 5.290000 -18.295467 -18.000000 -7.000000 0.000000 
1059 5.295000 -18.295467 -17.000000 -7.000000 0.000000 
1060 5.300000 -18.295467 -18.000000 -6.000000 0.000000 
1061 5.305000 -18.295467 -20.000000 -7.000000 0.000000 
1062 5.310000 -18.295467 -17.000000 -9.000000 0.000000 
1063 5.315000 -18.295467 -18.000000 -7.000000 0.000000 
1064 5.320000 -18.295467 -20.000000 -6.000000 0.000000 
1065 5.325000 -18.295467 -18.000000 -8.000000 0.000000 
1066 5.330000 -18.295467 -18.000000 -8.000000 0.000000 
1067 5.335000 -18.295467 -19.000000 -7.000000 0.000000 
1068 5.340000 -18.295467 -20.000000 -7.000000 0.000000 
1069 5.345000 -18.295467 -17.000000 -8.000000 0.000000 
1070 5.350000 -18.295467 -17.000000 -7.000000 0.000000 
1071 5.355000 -18.295467 -20.000000 -6.000000 0.000000 
1072 5.360000 -18.295467 -18.000000 -8.000000 0.000000 
1073 5.365000 -18.295467 -18.000000 -8.000000 0.000000 
1074 5.370000 -18.295467 -18.000000 -7.000000 0.000000 
1075 5.375000 -18.295467 -19.000000 -7.000000 0.000000 
1076 5.380000 -18.295467 -17.000000 -9.000000 0.000000 
1077 5.385000 -18.295467 -17.000000 -8.000000 0.000000 
1078 5.390000 -18.295467 -19.000000 -7.000000 0.000000 
1079 5.395000 -18.295467 -19.000000 -9.000000 0.000000 
1080 5.400000 -18.295467 -18.000000 -8.000000 0.000000 
1081 5.405000 -18.295467 -18.000000 -7.000000 0.000000 
1082 5.410000 -18.295467 -20.000000 -7.000000 0.000000 
1083 5.415000 -18.295467 -18.000000 -8.000000 0.000000 
1084 5.420000 -18.295467 -17.000000 -8.000000 0.000000 
1085 5.425000 -18.295467 -19.000000 -7.000000 0.000000 
1086 5.430000 -18.295467 -19.000000 -8.000000 0.000000 
1087 5.435000 -18.295467 -17.000000 -9.000000 0.000000 
1088 5.440000 -18.295467 -18.000000 -7.000000 0.000000 
1089 5.445000 -18.295467 -20.000000 -7.000000 0.000000 
1090 5.450000 -18.295467 -17.000000 -9.000000 0.000000 
1091 5.455000 -18.295467 -18.000000 -6.000000 0.000000 
1092 5.460000 -18.295467 -20.000000 -5.000000 0.000000 
1093 5.465000 -18.295467 -18.000000 -7.000000 0.000000 
1094 5.470000 -18.295467 -17.000000 -7.000000 0.000000 
1095 5.475000 -18.295467 -18.000000 -7.000000 0.000000 
1096 5.480000 -18.295467 -19.000000 -7.000000 0.000000 
1097 5.485000 -18.295467 -18.000000 -8.000000 0.000000 
1098 5.490000 -18.295467 -17.000000 -8.000000 0.000000 
1099 5.495000 -18.295467 -19.000000 -8.000000 0.000000 
1100 5.500000 -18.295467 -20.000000 -8.000000 0.000000 
1101 5.505000 -18.295467 -18.000000 -8.000000 0.000000 
1102 5.510000 -18.295467 -18.000000 -7.000000 0.000000 
1103 5.515000 -18.295467 -19.000000 -7.000000 0.000000 
1104 5.520000 -18.295467 -18.000000 -8.000000 0.000000 
1105 5.525000 -18.295467 -17.000000 -8.000000 0.000000 
1106 5.530000 -18.295467 -19.000000 -6.000000 0.000000 
1107 5.535000 -18.295467 -20.000000 -6.000000 0.000000 
1108 5.540000 -18.295467 -17.000000 -8.000000 0.000000 
1109 5.545000 -18.295467 -18.000000 -8.000000 0.000000 
1110 5.550000 -18.295467 -20.000000 -7.000000 0.000000 
1111 5.555000 -18.295467 -18.000000 -8.000000 0.000000 
1112 5.560000 -18.295467 -16.000000 -8.000000 0.000000 
1113 5.565000 -18.295467 -19.000000 -6.000000 0.000000 
1114 5.570000 -18.295467 -19.000000 -7.000000 0.000000 
1115 5.575000 -18.295467 -17.000000 -8.000000 0.000000 
1116 5.580000 -18.295467 -17.000000 -6.000000 0.000000 
1117 5.585000 -18.295467 -19.000000 -7.000000 0.000000 
1118 5.590000 -18.295467 -19.000000 -8.000000 0.000000 
1119 5.595000 -18.295467 -17.000000 -8.000000 0.000000 
1120 5.600000 -18.295467 -20.000000 -6.000000 0.000000 
1121 5.605000 -18.295467 -19.000000 -7.000000 0.000000 
1122 5.610000 -18.295467 -18.000000 -8.000000 0.000000 
1123 5.615000 -18.295467 -17.000000 -8.000000 0.000000 
1124 5.620000 -18.295467 -20.000000 -6.000000 0.000000 
1125 5.625000 -18.295467 -19.000000 -7.000000 0.000000 
1126 5.630000 -18.295467 -17.000000 -7.000000 0.000000 
1127 5.635000 -18.295467 -18.000000 -6.000000 0.000000 
1128 5.640000 -18.295467 -20.000000 -6.000000 0.000000 
1129 5.645000 -18.295467 -16.000000 -9.000000 0.000000 
1130 5.650000 -18.295467 -17.000000 -8.000000 0.000000 
1131 5.655000 -18.295467 -20.000000 -7.000000 0.000000 
1132 5.660000 -18.295467 -19.000000 -8.000000 0.000000 
1133 5.665000 -18.295467 -17.000000 -8.000000 0.000000 
1134 5.670000 -18.295467 -19.000000 -7.000000 0.000000 
1135 5.675000 -18.295467 -20.000000 -7.000000 0.000000 
1136 5.680000 -18.295467 -17.000000 -8.000000 0.000000 
1137 5.685000 -18.295467 -18.000000 -6.000000 0.000000 
1138 5.690000 -18.295467 -19.000000 -6.000000 0.000000 
1139 5.695000 -18.295467 -20.000000 -7.000000 0.000000 
1140 5.700000 -18.295467 -17.000000 -8.000000 0.000000 
1141 5.705000 -18.295467 -19.000000 -7.000000 0.000000 
1142 5.710000 -18.295467 -19.000000 -8.000000 0.000000 
1143 5.715000 -18.295467 -18.000000 -8.000000 0.000000 
1144 5.720000 -18.295467 -17.000000 -8.000000 0.000000 
1145 5.725000 -18.295467 -19.000000 -7.000000 0.000000 
1146 5.730000 -18.295467 -19.000000 -6.000000 0.000000 
1147 5.735000 -18.295467 -17.000000 -8.000000 0.000000 
1148 5.740000 -18.295467 -18.000000 -7.000000 0.000000 
1149 5.745000 -18.295467 -20.000000 -5.000000 0.000000 
1150 5.750000 -18.295467 -18.000000 -7.000000 0.000000 
1151 5.755000 -18.295467 -17.000000 -7.000000 0.000000 
1152 5.760000 -18.295467 -20.000000 -6.000000 0.000000 
1153 5.765000 -18.295467 -19.000000 -8.000000 0.000000 
1154 5.770000 -18.295467 -17.000000 -9.000000 0.000000 
1155 5.775000 -18.295467 -18.000000 -8.000000 0.000000 
1156 5.780000 -18.295467 -19.000000 -7.000000 0.000000 
1157 5.785000 -18.295467 -19.000000 -7.000000 0.000000 
1158 5.790000 -18.295467 -17.000000 -8.000000 0.000000 
1159 5.795000 -18.295467 -19.000000 -6.000000 0.000000 
1160 5.800000 -18.295467 -19.000000 -7.000000 0.000000 
1161 5.805000 -18.295467 -18.000000 -7.000000 0.000000 
1162 5.810000 -18.295467 -18.000000 -7.000000 0.000000 
1163 5.815000 -18.295467 -19.000000 -7.000000 0.000000 
1164 5.820000 -18.295467 -19.000000 -8.000000 0.000000 
1165 5.825000 -18.295467 -17.000000 -8.000000 0.000000 
1166 5.830000 -18.295467 -19.000000 -6.000000 0.000000 
1167 5.835000 -18.295467 -19.000000 -7.000000 0.000000 
1168 5.840000 -18.295467 -18.000000 -8.000000 0.000000 
1169 5.845000 -18.295467 -18.000000 -7.000000 0.000000 
1170 5.850000 -18.295467 -19.000000 -6.000000 0.000000 
1171 5.855000 -18.295467 -19.000000 -7.000000 0.000000 
1172 5.860000 -18.295467 -17.000000 -8.000000 0.000000 
1173 5.865000 -18.295467 -18.000000 -7.000000 0.000000 
1174 5.870000 -18.295467 -20.000000 -7.000000 0.000000 
1175 5.875000 -18.295467 -18.000000 -8.000000 0.000000 
1176 5.880000 -18.295467 -17.000000 -8.000000 0.000000 
1177 5.885000 -18.295467 -19.000000 -7.000000 0.000000 
1178 5.890000 -18.295467 -19.000000 -8.000000 0.000000 
1179 5.895000 -18.295467 -17.000000 -7.000000 0.000000 
1180 5.900000 -18.295467 -18.000000 -6.000000 0.000000 
1181 5.905000 -18.295467 -20.000000 -6.000000 0.000000 
1182 5.910000 -18.295467 -17.000000 -8.000000 0.000000 
1183 5.915000 -18.295467 -17.000000 -7.000000 0.000000 
1184 5.920000 -18.295467 -18.000000 -7.000000 0.000000 
1185 5.925000 -18.295467 -19.000000 -8.000000 0.000000 
1186 5.930000 -18.295467 -18.000000 -8.000000 0.000000 
1187 5.935000 -18.295467 -18.000000 -7.000000 0.000000 
1188 5.940000 -18.295467 -20.000000 -7.000000 0.000000 
1189 5.945000 -18.295467 -18.000000 -9.000000 0.000000 
1190 5.950000 -18.295467 -17.000000 -8.000000 0.000000 
1191 5.955000 -18.295467 -19.000000 -6.000000 0.000000 
1192 5.960000 -18.295467 -20.000000 -6.000000 0.000000 
1193 5.965000 -18.295467 -17.000000 -7.000000 0.000000 
1194 5.970000 -18.295467 -18.000000 -7.000000 0.000000 
1195 5.975000 -18.295467 -20.000000 -7.000000 0.000000 
1196 5.980000 -18.295467 -18.000000 -8.000000 0.000000 
1197 5.985000 -18.295467 -17.000000 -8.000000 0.000000 
1198 5.990000 -18.295467 -19.000000 -7.000000 0.000000 
1199 5.995000 -18.295467 -19.000000 -8.000000 0.000000 
1200 6.000000 -18.295467 -17.000000 -8.000000 0.000000 
1201 6.005000 -18.295467 -18.000000 -6.000000 0.000000 
1202 6.010000 -18.295467 -19.000000 -6.000000 0.000000 
1203 6.015000 -18.295467 -18.000000 -8.000000 0.000000 
1204 6.020000 -18.295467 -17.000000 -7.000000 0.000000 
1205 6.025000 -18.295467 -19.000000 -5.000000 0.000000 
1206 6.030000 -18.295467 -20.000000 -6.000000 0.000000 
1207 6.035000 -18.295467 -17.000000 -8.000000 0.000000 
1208 6.040000 -18.295467 -18.000000 -7.000000 0.000000 
1209 6.045000 -18.295467 -19.000000 -7.000000 0.000000 
1210 6.050000 -18.295467 -18.000000 -9.000000 0.000000 
1211 6.055000 -18.295467 -17.000000 -8.000000 0.000000 
1212 6.060000 -18.295467 -19.000000 -5.000000 0.000000 
1213 6.065000 -18.295467 -20.000000 -6.000000 0.000000 
1214 6.070000 -18.295467 -18.000000 -8.000000 0.000000 
1215 6.075000 -18.295467 -17.000000 -8.000000 0.000000 
1216 6.080000 -18.295467 -20.000000 -6.000000 0.000000 
1217 6.085000 -18.295467 -19.000000 -7.000000 0.000000 
1218 6.090000 -18.295467 -17.000000 -8.000000 0.000000 
1219 6.095000 -18.295467 -18.000000 -7.000000 0.000000 
1220 6.100000 -18.295467 -20.000000 -7.000000 0.000000 
1221 6.105000 -18.295467 -17.000000 -9.000000 0.000000 
1222 6.110000 -18.295467 -17.000000 -8.000000 0.000000 
1223 6.115000 -18.295467 -20.000000 -6.000000 0.000000 
1224 6.120000 -18.295467 -19.000000 -7.000000 0.000000 
1225 6.125000 -18.295467 -18.000000 -7.000000 0.000000 
1226 6.130000 -18.295467 -18.000000 -7.000000 0.000000 
1227 6.135000 -18.295467 -19.000000 -7.000000 0.000000 
1228 6.140000 -18.295467 -18.000000 -7.000000 0.000000 
1229 6.145000 -18.295467 -18.000000 -7.000000 0.000000 
1230 6.150000 -18.295467 -20.000000 -6.000000 0.000000 
1231 6.155000 -18.295467 -18.000000 -8.000000 0.000000 
1232 6.160000 -18.295467 -17.000000 -9.000000 0.000000 
1233 6.165000 -18.295467 -19.000000 -6.000000 0.000000 
1234 6.170000 -18.295467 -20.000000 -6.000000 0.000000 
1235 6.175000 -18.295467 -18.000000 -6.000000 0.000000 
1236 6.180000 -18.295467 -17.000000 -7.000000 0.000000 
1237 6.185000 -18.295467 -19.000000 -6.000000 0.000000 
1238 6.190000 -18.295467 -19.000000 -7.000000 0.000000 
1239 6.195000 -18.295467 -17.000000 -8.000000 0.000000 
1240 6.200000 -18.295467 -18.000000 -6.000000 0.000000 
1241 6.205000 -18.295467 -20.000000 -6.000000 0.000000 
1242 6.210000 -18.295467 -17.000000 -9.000000 0.000000 
1243 6.215000 -18.295467 -17.000000 -9.000000 0.000000 
1244 6.220000 -18.295467 -20.000000 -7.000000 0.000000 
1245 6.225000 -18.295467 -19.000000 -8.000000 0.000000 
1246 6.230000 -18.295467 -18.000000 -7.000000 0.000000 
1247 6.235000 -18.295467 -18.000000 -7.000000 0.000000 
1248 6.240000 -18.295467 -19.000000 -7.000000 0.000000 
1249 6.245000 -18.295467 -19.000000 -7.000000 0.000000 
1250 6.250000 -18.295467 -17.000000 -7.000000 0.000000 
1251 6.255000 -18.295467 -19.000000 -6.000000 0.000000 
1252 6.260000 -18.295467 -19.000000 -8.000000 0.000000 
1253 6.265000 -18.295467 -18.000000 -8.000000 0.000000 
1254 6.270000 -18.295467 -17.000000 -8.000000 0.000000 
1255 6.275000 -18.295467 -20.000000 -7.000000 0.000000 
1256 6.280000 -18.295467 -18.000000 -9.000000 0.000000 
1257 6.285000 -18.295467 -17.000000 -8.000000 0.000000 
1258 6.290000 -18.295467 -19.000000 -6.000000 0.000000 
1259 6.295000 -18.295467 -20.000000 -6.000000 0.000000 
1260 6.300000 -18.295467 -17.000000 -8.000000 0.000000 
1261 6.305000 -18.295467 -16.000000 -8.000000 0.000000 
1262 6.310000 -18.295467 -20.000000 -7.000000 0.000000 
1263 6.315000 -18.295467 -19.000000 -8.000000 0.000000 
1264 6.320000 -18.295467 -17.000000 -8.000000 0.000000 
1265 6.325000 -18.295467 -19.000000 -6.000000 0.000000 
1266 6.330000 -18.295467 -19.000000 -7.000000 0.000000 
1267 6.335000 -18.295467 -17.000000 -9.000000 0.000000 
1268 6.340000 -18.295467 -17.000000 -7.000000 0.000000 
1269 6.345000 -18.295467 -19.000000 -6.000000 0.000000 
1270 6.350000 -18.295467 -18.000000 -7.000000 0.000000 
1271 6.355000 -18.295467 -17.000000 -8.000000 0.000000 
1272 6.360000 -18.295467 -19.000000 -7.000000 0.000000 
1273 6.365000 -18.295467 -20.000000 -7.000000 0.000000 
1274 6.370000 -18.295467 -18.000000 -7.000000 0.000000 
1275 6.375000 -18.295467 -17.000000 -7.000000 0.000000 
1276 6.380000 -18.295467 -19.000000 -7.000000 0.000000 
1277 6.385000 -18.295467 -18.000000 -9.000000 0.000000 
1278 6.390000 -18.295467 -17.000000 -9.000000 0.000000 
1279 6.395000 -18.295467 -18.000000 -7.000000 0.000000 
1280 6.400000 -18.295467 -19.000000 -7.000000 0.000000 
1281 6.405000 -18.295467 -18.000000 -8.000000 0.000000 
1282 6.410000 -18.295467 -17.000000 -8.000000 0.000000 
1283 6.415000 -18.295467 -19.000000 -7.000000 0.000000 
1284 6.420000 -18.295467 -19.000000 -7.000000 0.000000 
1285 6.425000 -18.295467 -17.000000 -8.000000 0.000000 
1286 6.430000 -18.295467 -18.000000 -7.000000 0.000000 
1287 6.435000 -18.295467 -19.000000 -8.000000 0.000000 
1288 6.440000 -18.295467 -18.000000 -9.000000 0.000000 
1289 6.445000 -18.295467 -17.000000 -8.000000 0.000000 
1290 6.450000 -18.295467 -20.000000 -5.000000 0.000000 
1291 6.455000 -18.295467 -19.000000 -6.000000 0.000000 
1292 6.460000 -18.295467 -16.000000 -8.000000 0.000000 
1293 6.465000 -18.295467 -18.000000 -6.000000 0.000000 
